name,city_short_code,city_name,date,year_month,dataset_portion,meeting_section,speaker_role,start,end,text,topic
SEA_06_07_21,SEA,"Seattle, WA",2021-06-07,2021-06-01,Training,Public Comment,Commenter,1359.0,1423.0,"My name is Kate Martin, and I am an affordable housing provider in an owner-occupied shared home that I have with seven other people. I provide affordable housing for all people and two people who are transitioning out of tents. I'm not greedy. I'm not out to hurt anybody.  When you say that these bills have no fiscal note, I have to question that. There is a fiscal note. For me, to be having someone not pay rent for a year or two years makes it unaffordable for me to continue offering the seven affordable housing slots, including two that are free that I have at my house. I'm not certain that this legislative process actually solves a problem.  or that it doesn't put burden on people with their private property rights. Again, I'm not greedy. I'm asking you to make a carve out for owner occupied. I'm asking you to make a carve out for small mom and pops. You're talking about corporate greedy landlords. I don't know who you're referring to. It's not me. I ask you to make exceptions so that I can continue providing what I do. And thank you for listening.",Housing
SEA_06_07_21,SEA,"Seattle, WA",2021-06-07,2021-06-01,Training,Public Comment,Commenter,1265.0,1332.0,"Hello, everyone. I'm Laura Lowe. Thanks for the opportunity to speaking today. I'm a D7 renter and founder of the all-volunteer organization, Chair of the City of Action Fund. We have over 100 people in our Slack group, almost 7,000 followers on Twitter, and send out a monthly newsletter to about 1,000 subscribers who care deeply about the future of Seattle and housing justice. Many people told me they wanted to call in today but had to be at work.  We are in strong support of the tenant bills today. We're terrified about what will happen when the eviction moratorium is lifted. The thousands of rent burdened tenants and those with several months of rent debt will take a long time to recover from the economic impacts of the pandemic. Evictions kill, they lead to houselessness. We do not need one more person to lose their housing in our city. We're inspired by all the other members in the Stay House, Stay Healthy Coalition, and we were very fired up by the cancel the rent rally this weekend in Othello.  We met someone who is very concerned. He keeps hearing from his neighbors every day in the smoking section of their building. They have no idea what they're going to do when the moratorium ends. They do not know how they're going to pay back the rent debt, and we need solutions before.",Housing
SEA_06_07_21,SEA,"Seattle, WA",2021-06-07,2021-06-01,Training,Public Comment,Commenter,1189.0,1246.0,"Thank you. Thank you. My name is Jacob Shear. I'm an advocacy organizer for Real Change, and I'm calling in today in full support of the three renters' rights council bills on the agenda, which are each vital measures that we can take immediately to keep people, especially low-income and housing insecure folks, like Real Change vendors in their homes. And Real Change also stands in full support of Councilmember Sawant's resolution to extend the eviction moratorium to the end of the year.  The solution to our housing and homelessness crisis is not a mystery. We need to bring and keep people inside. The suffering of our unhoused neighbors that we witnessed throughout our city did not appear out of nowhere. It is precisely because of violent, inhumane practices like evictions that we are in this crisis to begin with. Every one of our neighbors living on our streets has a story, and many times that story includes an eviction. Only by acknowledging housing as a human right can we begin to move towards a future where destitution and misery are not a central part of our city's landscape.  Real change expects and demands full council support for each of these crucial eviction protection bills and for Council Member Sawant's eviction moratorium resolution. Thank you for your time.",Homelessness
SEA_06_07_21,SEA,"Seattle, WA",2021-06-07,2021-06-01,Training,Public Comment,Commenter,1119.0,1178.0,"Hi, my name is Jack Francis. I'm 23 years old. I am gender fluid and I am gay, and I have been evicted three times since turning 18. I am calling here today to tell you and testify that being evicted, especially being under 23 and being evicted with no job experience, really is terrible.  Especially being LGBTQ and not being accepted by any of my blood relatives and my blood biological mother being the one to evict me two of the three times. It's really indescribable and pretty horrible for people to have to go through this thing. Regardless of that, I'm LGBTQ. Eviction in general is a very, very bad thing. I cannot even fathom what a little child...  would have to even emotionally and mentally process. Being thrown out on the street and then being told to do their homework and then maybe having a teacher who isn't accepting of, oh, you know, who cares? It's your parents' responsibility. It's their failure and shaming a child for being homeless and not doing their homework. Ban school year eviction. No watering down. Have a heart for the love of God.",Homelessness
SEA_06_07_21,SEA,"Seattle, WA",2021-06-07,2021-06-01,Training,Public Comment,Commenter,1038.0,1105.0,"Hi, this is Hannah Salota. I'm a renter in District 3. I want to thank Councilmember Sawant's office for bringing forward so many critical pieces of renter's rights legislation alongside our movement of renters and working class homeowners and landlords. We need to ban evictions of school children and educators during the school year, extend the eviction moratorium, close the justice cause loophole, and create eviction defense for renters facing rental debts due to the COVID pandemic.  Right now, rents in Seattle are rising at two and a half times the national average. Wages haven't risen to meet that, and we're still dealing with the economic shock of COVID. According to a Census Bureau survey, 270,000 Washington state renters have little to no confidence that they will be able to pay rent next month. If the eviction moratorium is not extended beyond the end of June, it will spell thousands of evictions, particularly of people of color and women who are hit hardest by eviction.  The need to extend the city and state moratorium to the end of the year has been supported by Washington CAN, the Washington Low Income Housing Alliance, the MLK CLC, and dozens of other community and labor organizations.",Housing
SEA_06_07_21,SEA,"Seattle, WA",2021-06-07,2021-06-01,Training,Public Comment,Commenter,962.0,1028.0,"Hi, my name is Bia, and I'm a renter in Capitol Hill. This past week, I've been talking to, I've been volunteering with Councilmember Sawant's office and talking to voters all over the city. And I'd just like to say that, you know, to the last person who just commented, the real fire that is happening right now in the city is for renters. Renters are struggling and suffering in enormous numbers.  And, you know, I think to call it a tsunami, a legislative tsunami is just completely inaccurate because the real tsunami that we're going to be facing is if we don't extend this eviction moratorium. And we are going to be looking at thousands of evictions, literally thousands in Seattle alone. One in every seven renters nationally is behind enough on rent and will be facing immediate eviction at the end of the month if we don't extend the moratorium. I spoke with renters who told me that they're in that exact position.  And working people really understand clearly the need to extend the moratorium to protect renters more broadly under Councilmember Sawant's and the movement's renter's bill of rights. We also need Councilmember Morales' bill on eviction defense for renters facing rental deaths arising during COVID. And no loopholes, no delays, and no watering down. Thank you.",Housing
SEA_06_07_21,SEA,"Seattle, WA",2021-06-07,2021-06-01,Training,Public Comment,Commenter,889.0,952.0,"Hi, my name is Angie. I'm a small housing provider in the Ballard-Vinney area and a member of Seattle Grassroots Landlords. We're in a housing crisis.  Grassroots landlords provide affordable housing, but it's like we're anticipating a major fire season. And instead of helping people fight small local fires, City Council is making it way harder. City Council keeps railing against greedy corporations, but your policies are only creating advantages for them. Deep-pocketed investors with big legal teams are becoming the only ones who can meet the intense demand for Seattle housing, which just keeps getting more expensive and more exclusive.  Council should do everything you can to help get federal and state funding to renters and housing providers who most need it and focus on enabling as many local owner-operators as possible to offer safe, stable places for renters to live with reasonable protections for all parties. In trying to cancel rents and stop all evictions, the City Council is causing even wider problems. Your ongoing legislative tsunami has disproportionate impacts on small providers and is creating a more deeply inequitable and unaffordable city. Thank you.",Housing
SEA_06_07_21,SEA,"Seattle, WA",2021-06-07,2021-06-01,Training,Public Comment,Commenter,820.0,875.0,"Hi, my name is Tram Tran Larson, and I'm the community engagement manager at the Housing Justice Project. I'm calling in support of Council Bills 120090, 77 and 46, all of which would help slow down the eviction tsunami we are about to experience. Seattle has the highest rate of evictions in the county, and we are looking at 120 to 180,000 individuals entering the homelessness system this summer. Housing is a racial justice issue.  82% of landlords in Seattle are white, while 58% of black households are rent burdened. It is a gender justice issue. Women with children are at the greatest risk of eviction. It is an LGBTQ plus justice issue. One in four trans folks experience housing discrimination. This isn't about property rights. This is about human rights. Renter protections don't prevent landlords from providing housing. It prevents renters from being homeless.  I urge council to pass these bills without diluting them and extend the eviction moratorium through the end of the year. Thank you.",Housing
SEA_06_07_21,SEA,"Seattle, WA",2021-06-07,2021-06-01,Training,Public Comment,Commenter,748.0,803.0,"Hi, I'm May, a resident of District 5, asking that we amend CB 120046. As the council knows, San Francisco and Santa Monica have each passed their own school year eviction ban. Theirs protects students and educators, while also ensuring small housing providers aren't left in an impossible situation. Neither city bans evictions due to lack of payment or violation of other lease terms.  Both provide additional exceptions including a vital one for owners who need to take their property off the market for personal use. Easy 1 2 0 0 4 6 allow a tenant to not pay rent and also would make the eviction window so small it could be impossible to practically enforce leaving small housing providers stuck with no income and effectively no property.  Let's protect students and teachers better than any other city in the nation, but let's also provide a single lifeline for small housing providers by allowing them just cause in the case they need to occupy the properties. Thank you for your time.",Housing
SEA_06_07_21,SEA,"Seattle, WA",2021-06-07,2021-06-01,Training,Public Comment,Commenter,671.0,726.0,"Good afternoon. My name is Kate Rubin. I'm the Executive Director of Be Seattle, a member of the Stay House, Stay Healthy Coalition, and a renter in District 2.  I would like to thank the Sustainability and Renters' Rights Committee for passing three vital renters' rights bills out of committee and bringing them to the full Council today. If City Council passes the Sound at Home Defense, closes the fixed-term lease loophole in the Just Cause tenant protections, and provides a defense to certain evictions of children, their families, and educators during the school year, they will help to prevent the tsunami of evictions anticipated upon the end of the eviction moratorium. We know that evictions disproportionately affect Black and Indigenous people of color,  And that eviction is the number one cause of homelessness. Seattle was already experiencing a homelessness crisis before the pandemic, and we have not been able to adequately provide resources to those already impacted. Taking action now to keep folks housed will prevent this crisis from growing exponentially. Thank you.",Housing
SEA_06_07_21,SEA,"Seattle, WA",2021-06-07,2021-06-01,Training,Public Comment,Commenter,598.0,657.0,"Good afternoon Councilmembers. My name is Jordan Van Vos. I'm a Seattle homeowner speaking in solidarity with the working class movement for rent protection. I urge Council to vote yes on Resolution 31998 brought forward by Councilmember Sawant, urging the Mayor and Governor to extend the moratorium on all evictions until at least the end of the year. Also, I urge you to vote yes on the three bills which give more humane terms to renters.  Please pass these bills without delaying or weakening them with amendment concessions to corporations. Many thousands in our city are on the edge of survival. Capitalism routinely sacrifices the well-being of the many in order to protect the profits of the few. And the impact of this trauma is always hardest on people of color, the disabled, LGBTQ, and other marginalized individuals. The COVID pandemic is a wake-up call to the much larger climate emergency and ecological crisis.  that is a direct result of our failure to understand how all lives are connected. Thank you.",Housing
SEA_06_07_21,SEA,"Seattle, WA",2021-06-07,2021-06-01,Training,Public Comment,Commenter,3096.0,3120.0,"Okay, sorry about that. I'll just start off.  Because of a landlord exploited loophole, Seattle has the second highest number of no-cause evictions in the country. It is time to close that loophole. Second, according to a survey from April of last year, over 200,000 households in Washington are behind on rent, and an estimated 60,000 of those are located in King County alone. Estimating between one and three people per household, anywhere from 60,000 to 180,000 people are at risk of  Thank you.",Housing
SEA_06_07_21,SEA,"Seattle, WA",2021-06-07,2021-06-01,Training,Public Comment,Commenter,3151.0,3154.0,Thank you.,Other
SEA_06_07_21,SEA,"Seattle, WA",2021-06-07,2021-06-01,Training,Public Comment,Commenter,3167.0,3214.0,"Hi, my name is Luke, and I'm a renter in Capitol Hill. I'd like to speak in support of Councillor Sawant's legislation planning the evictions of students, their families, and educators during the school year.  It's important to highlight evictions as a racial justice issue. In Seattle, black and brown folks are evicted at much higher rates than other tenants. State data from 2018 found that 40% of homeless students were black and 23% were Latino, despite the fact they only make up 14% and 12% of the student body, respectively. I urge the city council to extend the eviction moratorium and to vote for councillors to want legislation banning school year evictions for students, their families and educators. Excuse me.  Do not amend councillor members who want legislation in any way as it would negatively affect communities of colour the most. Please prioritise the renters of Seattle and not the vast majority of landlords on this call who are grossly exaggerating their hardships. Thank you.",Homelessness
SEA_06_07_21,SEA,"Seattle, WA",2021-06-07,2021-06-01,Training,Public Comment,Commenter,3827.0,3896.0,"Okay, thank you. I'm a resident of Seattle for 45 years and an editor-writer, now working full-time to promote psychedelic healing. I'm especially interested in relieving the anxiety and depression that often accompanies the end of life. A single dose of magic mushrooms, as they're called, can bring peace, even joy, to people in their final days.  Rather than tell you my own history of healing with psychedelics, I want to focus on what could happen after Seattle decriminalizes psychedelics. I see decriminalization as merely the first step in Seattle becoming a leader in all aspects of psychedelic healing. Research, training, practice, public education. These substances have already begun to revolutionize mental health. To treat depression and PTSD, for example,  The FDA has designated magic mushrooms and ecstasy as breakthrough therapies. Let us take heed of the powerful role these psychedelics are proving they can play in creating a better world. I urge Seattle to help bring these.",General Community Organizing
SEA_06_07_21,SEA,"Seattle, WA",2021-06-07,2021-06-01,Training,Public Comment,Commenter,3742.0,3804.0,"I'm a Seattle area homeowner calling in support of the renters' rights resolutions in front of you today. You know, the People's Vaccine Alliance just put out a report that after COVID started, there's a set of new billionaires around. For example, the CEO of Moderna, who was not a billionaire before, is now a billionaire.  And they have a list of other such billionaires. This is not even counting people like Jeff Bezos, whose wealth has increased significantly after COVID. This is the context in which we need to understand the bills in front of you. You know, there's a simple choice in front of you. Do you want the working class to bear the burden of COVID? Or do you want to do something to stop the wealth transfer from working class to billionaires like, to billionaires?  And elementary decency should suggest an answer. So I would urge you to pass the resolutions in their totality and with no delays.",Economic Development
SEA_06_07_21,SEA,"Seattle, WA",2021-06-07,2021-06-01,Training,Public Comment,Commenter,3737.0,3738.0,"Hello, can you hear me?",Other
SEA_06_07_21,SEA,"Seattle, WA",2021-06-07,2021-06-01,Training,Public Comment,Commenter,3655.0,3726.0,"One more time. Can you hear me now? Hello? Yep. Hello, can you hear me now? Oh, sorry for that.  Goodness gracious. Thank you for the opportunity to speak. And thank you for this democratic process. I really appreciate you extending the time so that more voices can be heard. I'm calling to in support of extending the moratorium on evictions, protecting our most vulnerable populations. And one thing I'm concerned about is how this issue is dividing people. It's putting landlords in different groups. It's putting school employees into different groups.  It would inadvertently affect people of color and people who are the most vulnerable. And so I'm calling to ask for no delays, no watering down, and as strong as possible legislation to ban school year evictions. And also just in general, just for COVID debt protection. And the price of COVID should not land on the most vulnerable. There's got to be other solutions.  besides the price of COVID, no fault of people's own to be accruing debt when there's plenty of resources in the world. It doesn't need to land on the most vulnerable. That doesn't.",Homelessness
SEA_06_07_21,SEA,"Seattle, WA",2021-06-07,2021-06-01,Training,Public Comment,Commenter,3647.0,3650.0,"I'm pressing what you... Oh, there you go.",Other
SEA_06_07_21,SEA,"Seattle, WA",2021-06-07,2021-06-01,Training,Public Comment,Commenter,3909.0,3976.0,"Hello, council members. My name is Danny, and I am a resident of District 3. I support the letter submitted today by council members Lewis and Herbold proposing decriminalization of psychedelic plant medicines. Psychedelic medicines have been one of the most influential positive forces in my life. Psychedelics have empowered me with tools to battle anxiety, depression, stagnation, and trauma, while making me more connected to my friends and family and giving me a profound appreciation for being alive.  Like a fresh blanket of snow on a ski slope, psychedelics give me a perspective I needed to break out of old habits and find a better path forward in life. My heart today is full of love for myself and for the world, a perspective that I've taken directly out of my experiences with psychedelics.  These non-addictive substances have incredible potential to help our society and deserve to be explored as the medicines that they are without fear of legal persecution. After multiple scientific studies from reputable sources such as Johns Hopkins that show their efficacy, the world is starting to notice that Seattle is lagging behind. I urge you to pass an ordinance that would make these decriminalized and accessible. Thank you. I yield my time.",Police Reform
SEA_06_07_21,SEA,"Seattle, WA",2021-06-07,2021-06-01,Training,Public Comment,Commenter,3526.0,3590.0,"Hi, as a working mom and just to create a landlord myself, I support all the bills being discussed today, especially the children's eviction ban. This is truly a no-brainer, but it's a real stunning indictment on this unequal system of capitalism that we have to fight so hard for this. And I'm hearing from all the grassroots  grassroots landlord lobby today that these bills are the source of all their troubles. These bills are supported by thousands, so don't blame us fighting for renters' rights when capitalism itself is pushing out small landlords. I urge you, if you are truly struggling, to contact Councilmember Swanson's office and get involved in helping to solve these problems, fight to cancel COVID debt and mortgages, and don't blame the rest of us. You already get a carve-out because you're already covered in this.  So let's make sure that big banks, real estate corporations, and the wealthy pay for the rent with not working people. Eviction is violence, as a previous caller outlined. We need all three bills to pass, and we need to build the fight to cancel COVID debt and win rent control without loopholes. Thank you.",Homelessness
SEA_06_07_21,SEA,"Seattle, WA",2021-06-07,2021-06-01,Training,Public Comment,Commenter,3454.0,3510.0,"Hi, my name is Sarah Chamberlain. I'm a tech worker and a renter in Seattle, but I'm calling in on behalf of my partner, Matthew, who is a teacher and member of Seattle Education Association and can't be here today because he's at work. We're going to hear from some landlords on this call, but public school teachers are trying to provide education and a safe learning environment to students today whose families are facing increasingly hostile conditions in the rental market, let alone the difficulty teachers have getting housing where they work.  An eviction greatly destabilizes a student's ability to access quality education. My partner wanted me to call in and say his union supports this measure to stop evictions for school-age children and to tell the council members to listen to public school teachers and not the real estate lobby on this issue. Also to thank council members to want herself an educator for her leadership and active solidarity with students and educators on a lot of these important issues and renter's rights.",Homelessness
SEA_06_07_21,SEA,"Seattle, WA",2021-06-07,2021-06-01,Training,Public Comment,Commenter,3372.0,3433.0,"Thank you, council members, Council President Gonzales, and other city council members. My name is John Grant. I am the Chief Strategy Officer for the Low Income Housing Institute, or LEHI.  We are a regional landlord that owns or operates over 2,400 units of rental housing and 70 properties across six different counties in the greater Puget Sound area, many in Seattle. We are testifying in support of Councilmember Morales' proposal to reform the Just Cause Eviction Ordinance to cover term leases. We also thank Committee Chair Sawant for surfacing many of these concerns. As a property owner, we believe that requiring Just Cause is a best practice and a policy that helps property owners limit their liability  because the policy assists owners to comply with existing fair housing laws. This proposed policy would have no negative impact on the buildings we own, and in fact, we believe would improve relationships between landlords and tenants by bringing consistency in how eviction laws are enforced. Improving Just Cause protections are highly encouraged, and we thank very much for the council's action and encourage you to pass the bill. Thank you so much.",Housing
SEA_06_07_21,SEA,"Seattle, WA",2021-06-07,2021-06-01,Training,Public Comment,Commenter,3307.0,3346.0,"Hi, my name is Barbara Finney. I'm a delegate to the MLK Labor Council, a member of the Renters' Rights Movement, and express gratitude to Councilmember Sawant's office for leading a ban on school year evictions of children and all public school educators and staff. The MLK Labor Council is strongly supporting this legislation without any watering down.  Extend the moratorium on evictions through the end of 2021. It closed the loophole on just-cause eviction and support COVID debt protections for renters. No watering down, no loopholes. Thank you very much.",Housing
SEA_06_07_21,SEA,"Seattle, WA",2021-06-07,2021-06-01,Training,Public Comment,Commenter,3229.0,3291.0,"Hi, this is Sangeeta Jain. I inform ICM Morales of District 2 and all other council members to amend CB 120046 to allow owners in the most dire of circumstances to move their own families into their own rental property as a last resort. I'm a person of colour and a disabled landlord myself, but I want to share a friend's story.  A young landlord, a woman of colour, who herself lives in a rental property, worked for 20 years to be able to purchase a rental property. She used 100% of the rental income to care for foster children. The past 12 months, a non-paying tenant has put her in an impossible situation. She can't make ends meet as having difficulty paying her own rent and is withdrawn from the foster program. She also can't sell her home because nobody will buy it given the situation.  She always thought that in the worst case, she'd be able to move into her own rental property herself. The school year eviction moratorium without amendment removes even that lifeline from her due to procedural loopholes that renters can take advantage of. So please do accept the amendment to CB 120046.",Housing
SEA_06_07_21,SEA,"Seattle, WA",2021-06-07,2021-06-01,Training,Public Comment,Commenter,3997.0,4061.0,"Thank you. Hi, my name is Sebastian Stockpile, and I'm a staff attorney at the Housing Justice Project and a renter in District 4.  I'm urging council to pass bills 12-0-0-9-0, 7-7 and 4-6. It's estimated that 60,000 households in the area are behind on rent and at risk of losing their home when the moratorium expires. Some may suggest that these protections are just called bill and this just cause bill is duplicative of legislation passed on the statewide level. However, that is not true. This bill goes further in providing protections to tenants.  And closing this loophole will limit the landlord's abilities to retaliate and evict tenants for things that would have otherwise been illegal. Without the closing of the loophole, many renter protections that have been hard fought for can simply be evaded. Simply put, Seattle should not have a housing crisis and thousands of unhoused individuals. While the wealthy have accumulated more wealth during the pandemic, our frontline workers and most marginalized residents and renters have experienced the highest rates of contracting COVID and loss of income.  No more loopholes, no more families facing no-cause addictions, and no watering down the protections these council bills will institute. Thank you, and I yield my time.",Housing
SEA_06_07_21,SEA,"Seattle, WA",2021-06-07,2021-06-01,Training,Public Comment,Commenter,4248.0,4319.0,"No, that's all right.  I am, everybody's talking about corporate landlords here. I am not a corporate landlord. I am a working class small landlord. I own one property in D3. I'm a retired teacher, so I understand the importance of how students and families. I manage the property myself because I cannot afford a property manager, but I am poised to sell my property as a single family dwelling because  I don't charge enough in rent for it to be attractive to an investor, so it would be a single-family dwelling, meaning that as many as seven people will be out of a home. No one here has mentioned how my mortgage, property taxes, utilities, insurance, and maintenance will be paid for if my renters can't pay during an entire school year. No one has mentioned this. Where is the fiscal plan attached to this piece of legislation  To ignore small landlords on this point is not providing stable housing because it is housing that will not be paid for. So I ask you, who are you designating to pay for this piece of legislation?",Housing
SEA_06_07_21,SEA,"Seattle, WA",2021-06-07,2021-06-01,Training,Public Comment,Commenter,4155.0,4216.0,"Hi, my name is Matt Smith. I'm a renter in District 2. Over the last year and a half, working families have struggled with job loss, lockdown conditions, enormous uncertainty and disruption. We're finally starting to emerge from this deadly pandemic and an economic depression. We should be focused on providing stability for working people, not pushing our community into another crisis.  Corporate landlords in Seattle are taking advantage of the improving economic condition to raise rents at double the national rate. At the same time, we're quickly approaching a new evictions crisis when the eviction moratorium expires. Imagine being a child right now who has just had their education and their life disrupted for a year and a half, starting to emerge from that situation and then being evicted from your home before the start of the next school year or during the next school year. What are we going to prioritize? Massive profits for corporate landlords?  We're taking action to protect our community from this coming eviction crisis. Pass the moratorium extension, pass the school year ban, close the just cause evictions loophole. No loopholes, no delays, no watering down. We need action from the council.",Housing
SEA_06_07_21,SEA,"Seattle, WA",2021-06-07,2021-06-01,Training,Public Comment,Commenter,4083.0,4142.0,"Thank you. I'm a medical doctor and law professor, and I research drug policy. We face mental health and drug overdose crises that heavily impact Seattle. Last year, US overdose deaths reached a record high of over 83,000. Punitive drug policies have made things worse for decades, and cities around the country know this, and they're decriminalizing entheogens. Seven cities have done so, and if you decriminalize, you'll be in good company with cities like Cambridge, Massachusetts, Oakland, California, and Ann Arbor, Michigan.  Clinical trials suggest antigens like psilocybin are not addictive. They reduce symptoms of anxiety and depression and can help people overcome addiction. In the Netherlands, people can buy antigens over the counter. The Dutch government commissioned a study on their risks and concluded that the risk to public health was negligible. I thank council members Lewis, Herbold, and Sawant for their support of antigen decriminalization and urge the entire city council to vote in favor of it. Thank you.",Police Reform
SEA_07_12_21,SEA,"Seattle, WA",2021-07-12,2021-07-01,Training,Public Comment,Commenter,786.0,788.0,Hello?,Other
SEA_07_12_21,SEA,"Seattle, WA",2021-07-12,2021-07-01,Training,Public Comment,Commenter,791.0,818.0,All right. My name is Curtis Riggins from the faith community. I'm speaking in support of Councilman Suarez proposed resolution to amend the to amend the fully funded available housing project by support of New Hope Baptist Church from the property that was taken from us 50 years ago. We want to get that back. So we're able to build homes and bring back the people in the black community.,Housing
SEA_07_12_21,SEA,"Seattle, WA",2021-07-12,2021-07-01,Training,Public Comment,Commenter,853.0,917.0,"Hello, my name is Cassandra Oaks and I'm with the faith community and I'm calling in support of the want efforts to return new hope the land that that was taken to so they can build affordable housing. The gentrification that was happening in the black community. There's absolutely no place for the black community to socialize together  except for the churches in the Central District. Everything, everything for the black community has been, is gone. We have our churches left and now we need to support our church effort, New Hope, to get the land back so they can buy affordable housing. We have, there's hardly any African American black  living in the central district anymore, and we need that affordable housing so we can return to our community. Thank you.",Housing
SEA_07_12_21,SEA,"Seattle, WA",2021-07-12,2021-07-01,Training,Public Comment,Commenter,679.0,744.0,"Hi, my name is Margo. I work in rent in the Central District, and I'm also calling in favor of measures proposed by Councilmember Sawant to stop the training of the SBB with any nation that has violated the Geneva Convention, human rights, as well as expanding renters protections and infest and affordable housing and the CD. I think especially in the context of last summer's police brutality, which the last speaker just spoke to, you know, we can't have our police force being trained in ways that make them more lethal.  And by extent, make our city less safe for working and marginalized people. So I stand with the over 1,000 people who signed the petition in support of that. And this includes any country with a history of human rights violations. I mean, that includes the Israeli Defense Force who brutalized Palestinian people over the past few months. But it goes beyond that. And I think it includes accountability for the officers who went to the white supremacist rally on the 6th. That's the only way we're going to also fight against anti-Semitism.  And we need real democratic community control over the police force, like working people are fighting for in cities like Pittsburgh and Philadelphia. I don't know how much time, but we need rent control and we need more affordable housing by expanding the Amazon tax. Thank you.",Police Reform
SEA_07_12_21,SEA,"Seattle, WA",2021-07-12,2021-07-01,Training,Public Comment,Commenter,930.0,997.0,"Hi, this is Sonia Ponaf. I'm a working mom and also a landlord, and I'm supporting this new legislation that bans the SPD training with the military or police of any nation state that's been found in violation of these basic international human rights standards like the Geneva Conventions. Even before last summer's violent repression of the BLM protests with weapons like tear gas and rubber bullets, we know that the Seattle Police Department has had a history of excessive force  especially against black and brown communities and poor people. We've had 11 people killed by the police since 2017, while Democrat Jenny Durkan has been mayor. The Democratic establishment has absolutely failed to hold the Seattle Police accountable. We need an elected community oversight board with full powers over the police. And that means a say for us over the budgeting, hiring, firing, and subpoena power. I also urge all members  All council members support the two upcoming renters' rights bills, and I also urge renters to join us in Cal Anderson Park, September 18th at 4 o'clock for our Rent Control Now rally. Thank you.",Police Reform
SEA_07_12_21,SEA,"Seattle, WA",2021-07-12,2021-07-01,Training,Public Comment,Commenter,1009.0,1069.0,"Hi. Hi, this is Valerie Schloretz from District 2.  OPA Director Meyerberg wrote that his investigation decision defended the free speech rights of three of the police officers who attended the insurrection rally in D.C. That was ironic, given that the OPA did not defend the free speech rights of protesters who were beaten up on video by SPD last summer, including life-threatening attacks with tear gas and blast balls. Given that the OPA did not champion the free speech rights of those people protesting,  racism, and violence, why would anyone trust the OPA to do a fair investigation of police at the insurrection? Take a look at the Emerald article from June 30th. It's headlined, OIG memo reveals serious deficiencies in OPA protest investigation that cannot be remedied. Let's replace the OPA with a 100% civilian accountability board that has the power to discipline officers.",Police Reform
SEA_07_12_21,SEA,"Seattle, WA",2021-07-12,2021-07-01,Training,Public Comment,Commenter,1084.0,1085.0,"Hi, can you hear me?",Other
SEA_07_12_21,SEA,"Seattle, WA",2021-07-12,2021-07-01,Training,Public Comment,Commenter,1088.0,1147.0,"Great. Hi, my name's Jordan. I'm a member of Socialist Alternative and a renter in District 2, calling to thank Councilmember Sawant for and to urge the rest of the council to  support the July supplemental budget amendment. Council Member Saw wanted to announce that she's going to be bringing forward $500,000 of the $5.4 million that the council already voted to take out of the Seattle Police Department budget and invest in the Garfield Superblock project. This is a concrete demand by the community and by the people's budget movement to shift funds from the police into urgently needed community projects like the Black Lives Matter movement was fighting for last year.  This Garfield Superblock Coalition is a grassroots effort in the Central District to create a vital civic space that honors and tells the story through art and cultural presentation of the people who have lived here over the millennia, from Duwamish people to Black Americans today. And it's vital that the council stand with the press people in their fight for an affordable place to live.",Urban Development
SEA_07_12_21,SEA,"Seattle, WA",2021-07-12,2021-07-01,Training,Public Comment,Commenter,1171.0,1228.0,"My name is Robert Jeffrey. I want to call in support of Councilwoman Sawant's proposed resolution and a supplemental budget amendment to fully fund affordable housing project proposed by the New Hope Missionary Baptist Church. I'm also calling to talk about the restoration of land that was taken from the church.  in a racist manner in 1969. As has been stated before, we need the community to have more low-income housing, and we need to support the supplemental bill to fund our church for $10.7 million in affordable, so we can build affordable housing in the central area. We're working in conjunction with Lehigh. This money and these efforts have to be done  Now, because the church community needs this support. Thank you.",Housing
SEA_07_12_21,SEA,"Seattle, WA",2021-07-12,2021-07-01,Training,Public Comment,Commenter,605.0,670.0,"Okay. Hi, I'm Jack Francis. I live in the U District. I'm 23. I'm LGBTQ. I'm Armenian as well. And I'm calling in today to ask my city council to not allow SBD to train with paramilitary forces such as those in Israel. I was a protester last year during a Black Lives Matter protest, and I was brutalized by the police.  I, in my opinion, more importantly, saw countless others, women, people younger than me, people smaller than me, children being caught, collateral damage, as some people would want to call it, being caught in the crossfire and stuff like that. So I really just want to not allow people who are supposed to police and control us and watch over us to have that type of experience. I don't want them to have that type of experience and that type of know-how.  As a community, as LGBTQ, I feel safer not having white supremacists govern over me. I'd feel safer with a community center, places where I can learn how to sew and do makeup, because that's ideally what I want to do. I'm an artist. There are other people in this city.",Police Reform
SEA_07_12_21,SEA,"Seattle, WA",2021-07-12,2021-07-01,Training,Public Comment,Commenter,278.0,345.0,"Good afternoon. Howard Dale, District 7. OPA Director Meyerberg said last week that disciplining the four officers that did not enter restricted areas during the January 6th insurrection would, quote, serve to speed up the current decline of reason, objectivity, and fundamental fairness that plagues America. This is contrary to reason and fact. Many African-American SPD officers and hundreds of Seattleites have expressed fear and discomfort regarding SPD officers who attended the January 6th insurrection having power over their safety and lives.  This is so because of the undeniably high overlap between attending an event like that and harboring racial animosity or, at the very least, a high degree of racial insensitivity. SBD Policy Manual 5.01 actually provides forced sanctions against officers who engage in behavior, even off-duty, that undermines public trust in the department. Hence, Meyerberg did have a basis for finding that all six officers violated policy.  His office failed to investigate these complaints over the last four years, not just regarding January 6th, but other disparate treatment that SPD officers have meted out to right-wing versus progressive demonstrators.",Police Reform
